Id,Date,Species,Block,Street,Trap,TrapType,AddressNumberAndStreet,Latitude,Longitude,NumMosquitos,WnvPresent
4304,2008-07-23,CULEX RESTUANS,15,W WEBSTER AVE,T045,GRAVID,15XX W WEBSTER AVE,41.921704574,-87.666963235,4,0
4305,2008-07-23,CULEX SALINARIUS,15,W WEBSTER AVE,T045,GRAVID,15XX W WEBSTER AVE,41.921704574,-87.666963235,1,0
4306,2008-07-23,CULEX PIPIENS/RESTUANS,25,W GRAND AVE,T046,GRAVID,25XX W GRAND AVE,41.892219983,-87.691697729,6,0
4307,2008-07-23,CULEX RESTUANS,25,W GRAND AVE,T046,GRAVID,25XX W GRAND AVE,41.892219983,-87.691697729,5,0
4308,2008-07-23,CULEX PIPIENS/RESTUANS,70,W ARMITAGE AVE,T151,GRAVID,70XX W ARMITAGE AVE,41.916134719,-87.801092809,24,0
4309,2008-07-23,CULEX PIPIENS/RESTUANS,11,S CALIFORNIA AVE,T047,GRAVID,11XX S CALIFORNIA AVE,41.867599254,-87.695785443,15,0
4310,2008-07-23,CULEX RESTUANS,11,S CALIFORNIA AVE,T047,GRAVID,11XX S CALIFORNIA AVE,41.867599254,-87.695785443,1,0
4311,2008-07-23,CULEX PIPIENS/RESTUANS,11,W ROOSEVELT RD,T048,GRAVID,11XX W ROOSEVELT RD,41.866915182,-87.654918844,5,0
4312,2008-07-23,CULEX PIPIENS,25,S MILLARD AVE,T152,GRAVID,25XX S MILLARD AVE,41.845715402,-87.715898597,1,0
4313,2008-07-23,CULEX PIPIENS/RESTUANS,11,W CHICAGO AVE,T049,GRAVID,11XX W CHICAGO AVE,41.896131093,-87.656762124,5,0
4314,2008-07-23,CULEX PIPIENS/RESTUANS,25,S MILLARD AVE,T152,GRAVID,25XX S MILLARD AVE,41.845715402,-87.715898597,7,0
4315,2008-07-23,CULEX PIPIENS,41,N OAK PARK AVE,T002,GRAVID,41XX N OAK PARK AVE,41.956298856,-87.797517445,27,0
4316,2008-07-23,CULEX PIPIENS,22,N CANNON DR,T054B,GRAVID,22XX N CANNON DR,41.9220638,-87.63223306,3,0
4317,2008-07-23,CULEX PIPIENS/RESTUANS,41,N OAK PARK AVE,T002,GRAVID,41XX N OAK PARK AVE,41.956298856,-87.797517445,50,0
4318,2008-07-23,CULEX PIPIENS/RESTUANS,22,N CANNON DR,T054B,GRAVID,22XX N CANNON DR,41.9220638,-87.63223306,36,0
4319,2008-07-23,CULEX RESTUANS,22,N CANNON DR,T054B,GRAVID,22XX N CANNON DR,41.9220638,-87.63223306,4,0
4320,2008-07-23,CULEX PIPIENS/RESTUANS,41,N OAK PARK AVE,T002,GRAVID,41XX N OAK PARK AVE,41.956298856,-87.797517445,50,0
4321,2008-07-23,CULEX PIPIENS/RESTUANS,41,N OAK PARK AVE,T002,GRAVID,41XX N OAK PARK AVE,41.956298856,-87.797517445,36,0
4322,2008-07-23,CULEX RESTUANS,41,N OAK PARK AVE,T002,GRAVID,41XX N OAK PARK AVE,41.956298856,-87.797517445,37,0
4323,2008-07-24,CULEX PIPIENS/RESTUANS,104,S VINCENNES AVE,T089,GRAVID,104XX S VINCENNES AVE,41.704338415,-87.657084272,13,0
4324,2008-07-24,CULEX RESTUANS,104,S VINCENNES AVE,T089,GRAVID,104XX S VINCENNES AVE,41.704338415,-87.657084272,5,0
4325,2008-07-23,CULEX PIPIENS/RESTUANS,15,N LONG AVE,T153,GRAVID,15XX N LONG AVE,41.909339959,-87.761078282,2,0
4326,2008-07-24,CULEX PIPIENS/RESTUANS,119,S ASHLAND AVE,T090,GRAVID,119XX S ASHLAND AVE,41.676887316,-87.661221926,50,0
4327,2008-07-24,CULEX PIPIENS/RESTUANS,119,S ASHLAND AVE,T090,GRAVID,119XX S ASHLAND AVE,41.676887316,-87.661221926,23,0
4328,2008-07-24,CULEX RESTUANS,119,S ASHLAND AVE,T090,GRAVID,119XX S ASHLAND AVE,41.676887316,-87.661221926,8,0
4329,2008-07-23,CULEX PIPIENS,46,N MILWAUKEE AVE,T003,GRAVID,46XX N MILWAUKEE AVE,41.965374859,-87.758411715,14,0
4330,2008-07-24,CULEX PIPIENS/RESTUANS,17,W ,T094,GRAVID,17XX W 95TH ST,41.7212875,-87.665235702,13,0
4331,2008-07-23,CULEX PIPIENS/RESTUANS,46,N MILWAUKEE AVE,T003,GRAVID,46XX N MILWAUKEE AVE,41.965374859,-87.758411715,49,0
4332,2008-07-24,CULEX RESTUANS,17,W ,T094,GRAVID,17XX W 95TH ST,41.7212875,-87.665235702,1,0
4333,2008-07-24,CULEX PIPIENS/RESTUANS,3,W ,T095,GRAVID,3XX W 104TH ST,41.705327644,-87.632955365,2,0
4334,2008-07-24,CULEX PIPIENS,109,S COTTAGE GROVE AVE,T102,GRAVID,109XX S COTTAGE GROVE AVE,41.69549407,-87.609081766,3,0
4335,2008-07-24,CULEX RESTUANS,3,W ,T095,GRAVID,3XX W 104TH ST,41.705327644,-87.632955365,1,0
4336,2008-07-23,CULEX PIPIENS/RESTUANS,46,N MILWAUKEE AVE,T003,GRAVID,46XX N MILWAUKEE AVE,41.965374859,-87.758411715,2,0
4337,2008-07-23,CULEX RESTUANS,46,N MILWAUKEE AVE,T003,GRAVID,46XX N MILWAUKEE AVE,41.965374859,-87.758411715,2,0
4338,2008-07-24,CULEX PIPIENS/RESTUANS,109,S COTTAGE GROVE AVE,T102,GRAVID,109XX S COTTAGE GROVE AVE,41.69549407,-87.609081766,49,0
4339,2008-07-24,CULEX RESTUANS,109,S COTTAGE GROVE AVE,T102,GRAVID,109XX S COTTAGE GROVE AVE,41.69549407,-87.609081766,3,0
4340,2008-07-24,CULEX PIPIENS,35,W ,T158,GRAVID,35XX W 116TH ST,41.682180403,-87.710091651,12,0
4341,2008-07-23,CULEX RESTUANS,41,N OAK PARK AVE,T002,GRAVID,41XX N OAK PARK AVE,41.956298856,-87.797517445,26,0
4342,2008-07-24,CULEX PIPIENS/RESTUANS,35,W ,T158,GRAVID,35XX W 116TH ST,41.682180403,-87.710091651,50,0
4343,2008-07-24,CULEX PIPIENS/RESTUANS,35,W ,T158,GRAVID,35XX W 116TH ST,41.682180403,-87.710091651,50,0
4344,2008-07-24,CULEX PIPIENS,127,S DOTY AVE,T115,GRAVID,127XX S DOTY AVE,41.662386728,-87.590179728,14,0
4345,2008-07-24,CULEX RESTUANS,35,W ,T158,GRAVID,35XX W 116TH ST,41.682180403,-87.710091651,8,0
4346,2008-07-21,CULEX PIPIENS,36,N PITTSBURGH AVE,T011,GRAVID,36XX N PITTSBURGH AVE,41.945961094,-87.832942473,5,0
4347,2008-07-24,CULEX PIPIENS/RESTUANS,127,S DOTY AVE,T115,GRAVID,127XX S DOTY AVE,41.662386728,-87.590179728,50,0
4348,2008-07-23,CULEX PIPIENS/RESTUANS,36,N PITTSBURGH AVE,T011,GRAVID,36XX N PITTSBURGH AVE,41.945961094,-87.832942473,10,0
4349,2008-07-24,CULEX PIPIENS,89,S CARPENTER ST,T159,GRAVID,89XX S CARPENTER ST,41.731446858,-87.649722253,1,0
4350,2008-07-24,CULEX PIPIENS/RESTUANS,89,S CARPENTER ST,T159,GRAVID,89XX S CARPENTER ST,41.731446858,-87.649722253,22,0
4351,2008-07-23,CULEX RESTUANS,36,N PITTSBURGH AVE,T011,GRAVID,36XX N PITTSBURGH AVE,41.945961094,-87.832942473,18,0
4352,2008-07-24,CULEX PIPIENS/RESTUANS,127,S DOTY AVE,T115,GRAVID,127XX S DOTY AVE,41.662386728,-87.590179728,50,0
4353,2008-07-24,CULEX PIPIENS/RESTUANS,127,S DOTY AVE,T115,GRAVID,127XX S DOTY AVE,41.662386728,-87.590179728,50,0
4354,2008-07-24,CULEX RESTUANS,89,S CARPENTER ST,T159,GRAVID,89XX S CARPENTER ST,41.731446858,-87.649722253,3,0
4355,2008-07-24,CULEX PIPIENS/RESTUANS,127,S DOTY AVE,T115,GRAVID,127XX S DOTY AVE,41.662386728,-87.590179728,50,0
4356,2008-07-24,CULEX PIPIENS/RESTUANS,111,S ARTESIAN AVE,T160,GRAVID,111XX S ARTESIAN AVE,41.690922985,-87.682259674,15,0
4357,2008-07-24,CULEX PIPIENS/RESTUANS,127,S DOTY AVE,T115,GRAVID,127XX S DOTY AVE,41.662386728,-87.590179728,50,0
4358,2008-07-24,CULEX PIPIENS/RESTUANS,127,S DOTY AVE,T115,GRAVID,127XX S DOTY AVE,41.662386728,-87.590179728,50,0
4359,2008-07-23,CULEX PIPIENS,61,N LEMONT AVE,T012,GRAVID,61XX N LEMONT AVE,41.993564362,-87.745420387,9,0
4360,2008-07-23,CULEX PIPIENS/RESTUANS,61,N LEMONT AVE,T012,GRAVID,61XX N LEMONT AVE,41.993564362,-87.745420387,46,0
4361,2008-07-24,CULEX PIPIENS/RESTUANS,127,S DOTY AVE,T115,GRAVID,127XX S DOTY AVE,41.662386728,-87.590179728,50,0
4362,2008-07-23,CULEX RESTUANS,61,N LEMONT AVE,T012,GRAVID,61XX N LEMONT AVE,41.993564362,-87.745420387,16,0
4363,2008-07-24,CULEX PIPIENS/RESTUANS,127,S DOTY AVE,T115,GRAVID,127XX S DOTY AVE,41.662386728,-87.590179728,11,0
4364,2008-07-24,CULEX RESTUANS,127,S DOTY AVE,T115,GRAVID,127XX S DOTY AVE,41.662386728,-87.590179728,50,0
4365,2008-07-24,CULEX RESTUANS,127,S DOTY AVE,T115,GRAVID,127XX S DOTY AVE,41.662386728,-87.590179728,5,0
4366,2008-07-23,CULEX PIPIENS,33,N RUTHERFORD AVE,T144,GRAVID,33XX N RUTHERFORD AVE,41.940781698,-87.794429759,16,0
4367,2008-07-23,CULEX PIPIENS/RESTUANS,33,N RUTHERFORD AVE,T144,GRAVID,33XX N RUTHERFORD AVE,41.940781698,-87.794429759,22,0
4368,2008-07-24,CULEX PIPIENS,24,E ,T128,GRAVID,24XX E 105TH ST,41.704687214,-87.564235562,1,0
4369,2008-07-23,CULEX PIPIENS/RESTUANS,33,N RUTHERFORD AVE,T144,GRAVID,33XX N RUTHERFORD AVE,41.940781698,-87.794429759,50,0
4370,2008-07-24,CULEX PIPIENS/RESTUANS,24,E ,T128,GRAVID,24XX E 105TH ST,41.704687214,-87.564235562,22,0
4371,2008-07-23,CULEX RESTUANS,33,N RUTHERFORD AVE,T144,GRAVID,33XX N RUTHERFORD AVE,41.940781698,-87.794429759,50,0
4372,2008-07-23,CULEX RESTUANS,33,N RUTHERFORD AVE,T144,GRAVID,33XX N RUTHERFORD AVE,41.940781698,-87.794429759,36,0
4373,2008-07-24,CULEX RESTUANS,24,E ,T128,GRAVID,24XX E 105TH ST,41.704687214,-87.564235562,2,0
4374,2008-07-23,CULEX PIPIENS,37,N KEDVALE AVE,T218,GRAVID,37XX N KEDVALE AVE,41.948500064,-87.730553187,6,0
4375,2008-07-23,CULEX PIPIENS/RESTUANS,37,N KEDVALE AVE,T218,GRAVID,37XX N KEDVALE AVE,41.948500064,-87.730553187,11,0
4376,2008-07-23,CULEX RESTUANS,37,N KEDVALE AVE,T218,GRAVID,37XX N KEDVALE AVE,41.948500064,-87.730553187,7,0
4377,2008-07-24,CULEX PIPIENS,101,S STONY ISLAND AVE,T138,GRAVID,101XX S STONY ISLAND AVE,41.710542402,-87.584558933,2,0
4378,2008-07-24,CULEX PIPIENS/RESTUANS,101,S STONY ISLAND AVE,T138,GRAVID,101XX S STONY ISLAND AVE,41.710542402,-87.584558933,50,0
4379,2008-07-24,CULEX PIPIENS/RESTUANS,101,S STONY ISLAND AVE,T138,GRAVID,101XX S STONY ISLAND AVE,41.710542402,-87.584558933,7,0
4380,2008-07-24,CULEX RESTUANS,101,S STONY ISLAND AVE,T138,GRAVID,101XX S STONY ISLAND AVE,41.710542402,-87.584558933,16,0
4381,2008-07-24,CULEX PIPIENS,131,S BRANDON AVE,T209,GRAVID,131XX S BRANDON AVE,41.657068876,-87.546048865,3,0
4382,2008-07-24,CULEX PIPIENS/RESTUANS,131,S BRANDON AVE,T209,GRAVID,131XX S BRANDON AVE,41.657068876,-87.546048865,20,0
4383,2008-07-24,CULEX RESTUANS,131,S BRANDON AVE,T209,GRAVID,131XX S BRANDON AVE,41.657068876,-87.546048865,2,0
4384,2008-07-24,CULEX PIPIENS,37,E ,T212,GRAVID,37XX E 118TH ST,41.681034931,-87.533436467,1,0
4385,2008-07-24,CULEX PIPIENS/RESTUANS,37,E ,T212,GRAVID,37XX E 118TH ST,41.681034931,-87.533436467,13,0
4386,2008-07-24,CULEX RESTUANS,37,E ,T212,GRAVID,37XX E 118TH ST,41.681034931,-87.533436467,5,0
4387,2008-07-24,CULEX PIPIENS,4,E ,T221,GRAVID,4XX E 130TH ST,41.659236018,-87.612015128,11,0
4388,2008-07-24,CULEX PIPIENS/RESTUANS,4,E ,T221,GRAVID,4XX E 130TH ST,41.659236018,-87.612015128,50,0
4389,2008-07-24,CULEX PIPIENS/RESTUANS,4,E ,T221,GRAVID,4XX E 130TH ST,41.659236018,-87.612015128,16,0
4390,2008-07-24,CULEX RESTUANS,4,E ,T221,GRAVID,4XX E 130TH ST,41.659236018,-87.612015128,16,0
4391,2008-07-23,CULEX PIPIENS,22,W ,T061,GRAVID,22XX W 51ST ST,41.801047857,-87.680424734,1,0
4392,2008-07-23,CULEX PIPIENS/RESTUANS,81,S ASHLAND,T068,GRAVID,81XX S ASHLAND,,,10,0
4393,2008-07-23,CULEX PIPIENS/RESTUANS,22,W ,T061,GRAVID,22XX W 51ST ST,41.801047857,-87.680424734,1,0
4394,2008-07-23,CULEX RESTUANS,81,S ASHLAND,T068,GRAVID,81XX S ASHLAND,,,1,0
4395,2008-07-23,CULEX PIPIENS/RESTUANS,10,E ,T073,GRAVID,10XX E 67TH ST,41.773085401,-87.600167559,9,0
4396,2008-07-23,CULEX PIPIENS,35,W ,T062,GRAVID,35XX W 51ST ST,41.800597087,-87.711730345,2,0
4397,2008-07-23,CULEX PIPIENS/RESTUANS,35,W ,T062,GRAVID,35XX W 51ST ST,41.800597087,-87.711730345,10,0
4398,2008-07-23,CULEX RESTUANS,10,E ,T073,GRAVID,10XX E 67TH ST,41.773085401,-87.600167559,1,0
4399,2008-07-23,CULEX RESTUANS,35,W ,T062,GRAVID,35XX W 51ST ST,41.800597087,-87.711730345,6,0
4400,2008-07-23,CULEX PIPIENS,52,W ,T065,GRAVID,52XX W 63RD ST,41.778305156,-87.754366286,3,0
4401,2008-07-23,CULEX PIPIENS/RESTUANS,39,S ASHLAND AVE,T074,GRAVID,39XX S ASHLAND AVE,41.820858508,-87.665108095,23,0
4402,2008-07-23,CULEX PIPIENS/RESTUANS,52,W ,T065,GRAVID,52XX W 63RD ST,41.778305156,-87.754366286,36,0
4403,2008-07-23,CULEX RESTUANS,39,S ASHLAND AVE,T074,GRAVID,39XX S ASHLAND AVE,41.820858508,-87.665108095,7,0
4404,2008-07-23,CULEX RESTUANS,52,W ,T065,GRAVID,52XX W 63RD ST,41.778305156,-87.754366286,6,0
4405,2008-07-23,CULEX PIPIENS,67,S KEDZIE AVE,T066,GRAVID,67XX S KEDZIE AVE,41.771198588,-87.703106608,5,0
4406,2008-07-23,CULEX PIPIENS/RESTUANS,67,S KEDZIE AVE,T066,GRAVID,67XX S KEDZIE AVE,41.771198588,-87.703106608,50,0
4407,2008-07-23,CULEX PIPIENS/RESTUANS,71,S SOUTH SHORE DR,T079,GRAVID,71XX S SOUTH SHORE DR,41.765752525,-87.562465208,1,0
4408,2008-07-23,CULEX RESTUANS,71,S SOUTH SHORE DR,T079,GRAVID,71XX S SOUTH SHORE DR,41.765752525,-87.562465208,1,0
4409,2008-07-23,CULEX PIPIENS/RESTUANS,67,S KEDZIE AVE,T066,GRAVID,67XX S KEDZIE AVE,41.771198588,-87.703106608,29,0
4410,2008-07-23,CULEX RESTUANS,67,S KEDZIE AVE,T066,GRAVID,67XX S KEDZIE AVE,41.771198588,-87.703106608,6,0
4411,2008-07-23,CULEX PIPIENS/RESTUANS,22,W ,T069,GRAVID,22XX W 69TH ST,41.768485667,-87.679463428,2,0
4412,2008-07-23,CULEX PIPIENS/RESTUANS,77,S EBERHART AVE,T080,GRAVID,77XX S EBERHART AVE,41.754148414,-87.612721023,2,0
4413,2008-07-23,CULEX RESTUANS,22,W ,T069,GRAVID,22XX W 69TH ST,41.768485667,-87.679463428,4,0
4414,2008-07-23,CULEX RESTUANS,77,S EBERHART AVE,T080,GRAVID,77XX S EBERHART AVE,41.754148414,-87.612721023,1,0
4415,2008-07-23,CULEX PIPIENS,52,S KOLMAR AVE,T114,GRAVID,52XX S KOLMAR AVE,41.798210726,-87.736924963,7,0
4416,2008-07-23,CULEX PIPIENS/RESTUANS,52,S KOLMAR AVE,T114,GRAVID,52XX S KOLMAR AVE,41.798210726,-87.736924963,31,0
4417,2008-07-23,CULEX RESTUANS,52,S KOLMAR AVE,T114,GRAVID,52XX S KOLMAR AVE,41.798210726,-87.736924963,10,0
4418,2008-07-24,CULEX PIPIENS/RESTUANS,40,S DEARBORN ST,T081,GRAVID,40XX S DEARBORN ST,41.820051649,-87.627347571,3,0
4419,2008-07-24,CULEX RESTUANS,40,S DEARBORN ST,T081,GRAVID,40XX S DEARBORN ST,41.820051649,-87.627347571,1,0
4420,2008-07-24,CULEX PIPIENS/RESTUANS,50,S UNION AVE,T082,GRAVID,50XX S UNION AVE,41.802359309,-87.643075919,16,0
4421,2008-07-24,CULEX RESTUANS,50,S UNION AVE,T082,GRAVID,50XX S UNION AVE,41.802359309,-87.643075919,1,0
4422,2008-07-23,CULEX PIPIENS,63,W ,T155,GRAVID,63XX W 64TH ST,41.776005392,-87.779407668,2,0
4423,2008-07-23,CULEX PIPIENS/RESTUANS,63,W ,T155,GRAVID,63XX W 64TH ST,41.776005392,-87.779407668,11,0
4424,2008-07-23,CULEX RESTUANS,63,W ,T155,GRAVID,63XX W 64TH ST,41.776005392,-87.779407668,2,0
4425,2008-07-24,CULEX PIPIENS/RESTUANS,79,S CHICAGO,T083,GRAVID,79XX S CHICAGO,,,15,0
4426,2008-07-24,CULEX RESTUANS,79,S CHICAGO,T083,GRAVID,79XX S CHICAGO,,,6,0
4427,2008-07-24,CULEX PIPIENS,70,N MOSELLE AVE,T008,GRAVID,70XX N MOSELLE AVE,42.007997503,-87.778234965,12,0
4428,2008-07-24,CULEX PIPIENS/RESTUANS,70,N MOSELLE AVE,T008,GRAVID,70XX N MOSELLE AVE,42.007997503,-87.778234965,50,0
4429,2008-07-24,CULEX PIPIENS/RESTUANS,70,N MOSELLE AVE,T008,GRAVID,70XX N MOSELLE AVE,42.007997503,-87.778234965,50,0
4430,2008-07-24,CULEX PIPIENS/RESTUANS,70,N MOSELLE AVE,T008,GRAVID,70XX N MOSELLE AVE,42.007997503,-87.778234965,4,0
4431,2008-07-24,CULEX RESTUANS,70,N MOSELLE AVE,T008,GRAVID,70XX N MOSELLE AVE,42.007997503,-87.778234965,50,0
4432,2008-07-24,CULEX RESTUANS,70,N MOSELLE AVE,T008,GRAVID,70XX N MOSELLE AVE,42.007997503,-87.778234965,4,0
4433,2008-07-24,CULEX PIPIENS/RESTUANS,72,N OKETO AVE,T016,GRAVID,72XX N OKETO AVE,42.013029275,-87.811349732,50,0
4434,2008-07-24,CULEX PIPIENS/RESTUANS,72,N OKETO AVE,T016,GRAVID,72XX N OKETO AVE,42.013029275,-87.811349732,7,0
4435,2008-07-24,CULEX PIPIENS,72,N OKETO AVE,T016,GRAVID,72XX N OKETO AVE,42.013029275,-87.811349732,10,0
4436,2008-07-24,CULEX RESTUANS,72,N OKETO AVE,T016,GRAVID,72XX N OKETO AVE,42.013029275,-87.811349732,11,0
4437,2008-07-24,CULEX PIPIENS/RESTUANS,4,W ,T135,GRAVID,4XX W 127TH,,,44,0
4438,2008-07-24,CULEX RESTUANS,4,W ,T135,GRAVID,4XX W 127TH,,,10,0
4439,2008-07-24,CULEX PIPIENS,131,S TORRENCE AVE,T200,GRAVID,131XX S TORRENCE AVE,41.656676999,-87.559440719,1,0
4440,2008-07-24,CULEX PIPIENS/RESTUANS,131,S TORRENCE AVE,T200,GRAVID,131XX S TORRENCE AVE,41.656676999,-87.559440719,22,0
4441,2008-07-28,CULEX PIPIENS/RESTUANS,41,N OAK PARK AVE,T002,GRAVID,41XX N OAK PARK AVE,41.956298856,-87.797517445,1,0
4442,2008-07-28,CULEX RESTUANS,41,N OAK PARK AVE,T002,GRAVID,41XX N OAK PARK AVE,41.956298856,-87.797517445,1,0
4443,2008-07-28,CULEX PIPIENS/RESTUANS,6,W MONTROSE DR,T017,GRAVID,6XX W MONTROSE DR,41.962014638,-87.646847726,11,0
4444,2008-07-28,CULEX PIPIENS/RESTUANS,12,W GREENLEAF AVE,T018,GRAVID,12XX W GREENLEAF AVE,42.010529289,-87.660845069,19,0
4445,2008-07-28,CULEX RESTUANS,12,W GREENLEAF AVE,T018,GRAVID,12XX W GREENLEAF AVE,42.010529289,-87.660845069,6,0
4446,2008-07-28,CULEX PIPIENS/RESTUANS,46,N MILWAUKEE AVE,T003,GRAVID,46XX N MILWAUKEE AVE,41.965374859,-87.758411715,3,0
4447,2008-07-28,CULEX SALINARIUS,12,W GREENLEAF AVE,T018,GRAVID,12XX W GREENLEAF AVE,42.010529289,-87.660845069,1,0
4448,2008-07-28,CULEX PIPIENS,70,N MOSELLE AVE,T008,GRAVID,70XX N MOSELLE AVE,42.007997503,-87.778234965,1,0
4449,2008-07-28,CULEX PIPIENS/RESTUANS,58,N WESTERN AVE,T028,GRAVID,58XX N WESTERN AVE,41.987244608,-87.68941677,39,0
4450,2008-07-28,CULEX PIPIENS/RESTUANS,70,N MOSELLE AVE,T008,GRAVID,70XX N MOSELLE AVE,42.007997503,-87.778234965,8,0
4451,2008-07-28,CULEX RESTUANS,70,N MOSELLE AVE,T008,GRAVID,70XX N MOSELLE AVE,42.007997503,-87.778234965,2,0
4452,2008-07-28,CULEX PIPIENS,28,N FRANCISCO AVE,T147,GRAVID,28XX N FRANCISCO AVE,41.93279021,-87.700237884,2,0
4453,2008-07-28,CULEX PIPIENS/RESTUANS,28,N FRANCISCO AVE,T147,GRAVID,28XX N FRANCISCO AVE,41.93279021,-87.700237884,2,0
4454,2008-07-28,CULEX PIPIENS/RESTUANS,75,N OAKLEY AVE,T148,GRAVID,75XX N OAKLEY AVE,42.01780085,-87.687601446,1,0
4455,2008-07-28,CULEX PIPIENS,45,N CAMPBELL AVE,T220,GRAVID,45XX N CAMPBELL AVE,41.964405454,-87.691370391,1,0
4456,2008-07-28,CULEX PIPIENS,91,W HIGGINS RD,T009,GRAVID,91XX W HIGGINS RD,41.988586396,-87.854473351,3,0
4457,2008-07-28,CULEX PIPIENS/RESTUANS,45,N CAMPBELL AVE,T220,GRAVID,45XX N CAMPBELL AVE,41.964405454,-87.691370391,4,0
4458,2008-07-28,CULEX RESTUANS,45,N CAMPBELL AVE,T220,GRAVID,45XX N CAMPBELL AVE,41.964405454,-87.691370391,1,0
4459,2008-07-28,CULEX PIPIENS/RESTUANS,91,W HIGGINS RD,T009,GRAVID,91XX W HIGGINS RD,41.988586396,-87.854473351,9,0
4460,2008-07-28,CULEX PIPIENS/RESTUANS,36,N PITTSBURGH AVE,T011,GRAVID,36XX N PITTSBURGH AVE,41.945961094,-87.832942473,3,0
4461,2008-07-28,CULEX PIPIENS/RESTUANS,5,S CENTRAL AVE,T031,GRAVID,5XX S CENTRAL AVE,41.872872862,-87.764736532,1,0
4462,2008-07-28,CULEX PIPIENS,61,N LEMONT AVE,T012,GRAVID,61XX N LEMONT AVE,41.993564362,-87.745420387,1,0
4463,2008-07-28,CULEX RESTUANS,17,N PULASKI RD,T039,GRAVID,17XX N PULASKI RD,41.913567582,-87.726300302,1,0
4464,2008-07-28,CULEX PIPIENS/RESTUANS,61,N LEMONT AVE,T012,GRAVID,61XX N LEMONT AVE,41.993564362,-87.745420387,3,0
4465,2008-07-28,CULEX RESTUANS,61,N LEMONT AVE,T012,GRAVID,61XX N LEMONT AVE,41.993564362,-87.745420387,2,0
4466,2008-07-28,CULEX PIPIENS/RESTUANS,70,W ARMITAGE AVE,T151,GRAVID,70XX W ARMITAGE AVE,41.916134719,-87.801092809,2,0
4467,2008-07-28,CULEX PIPIENS,72,N OKETO AVE,T016,GRAVID,72XX N OKETO AVE,42.013029275,-87.811349732,6,0
4468,2008-07-28,CULEX PIPIENS/RESTUANS,72,N OKETO AVE,T016,GRAVID,72XX N OKETO AVE,42.013029275,-87.811349732,1,0
4469,2008-07-28,CULEX PIPIENS,33,N RUTHERFORD AVE,T144,GRAVID,33XX N RUTHERFORD AVE,41.940781698,-87.794429759,1,0
4470,2008-07-28,CULEX PIPIENS/RESTUANS,33,N RUTHERFORD AVE,T144,GRAVID,33XX N RUTHERFORD AVE,41.940781698,-87.794429759,5,0
4471,2008-07-28,CULEX PIPIENS,37,N KEDVALE AVE,T218,GRAVID,37XX N KEDVALE AVE,41.948500064,-87.730553187,3,0
4472,2008-07-28,CULEX PIPIENS/RESTUANS,37,N KEDVALE AVE,T218,GRAVID,37XX N KEDVALE AVE,41.948500064,-87.730553187,22,0
4473,2008-07-28,CULEX PIPIENS/RESTUANS,22,W ,T061,GRAVID,22XX W 51ST ST,41.801047857,-87.680424734,1,0
4474,2008-07-28,CULEX PIPIENS/RESTUANS,37,S PULASKI RD,T063,GRAVID,37XX S PULASKI RD,41.825398256,-87.723962137,7,0
4475,2008-07-28,CULEX RESTUANS,37,S PULASKI RD,T063,GRAVID,37XX S PULASKI RD,41.825398256,-87.723962137,1,0
4476,2008-07-28,CULEX RESTUANS,52,W ,T065,GRAVID,52XX W 63RD ST,41.778305156,-87.754366286,3,0
4477,2008-07-28,CULEX PIPIENS/RESTUANS,22,W ,T069,GRAVID,22XX W 69TH ST,41.768485667,-87.679463428,3,0
4478,2008-07-28,CULEX PIPIENS/RESTUANS,52,S KOLMAR AVE,T114,GRAVID,52XX S KOLMAR AVE,41.798210726,-87.736924963,7,0
4479,2008-07-28,CULEX RESTUANS,52,S KOLMAR AVE,T114,GRAVID,52XX S KOLMAR AVE,41.798210726,-87.736924963,2,0
4480,2008-07-28,CULEX PIPIENS/RESTUANS,81,S ASHLAND,T068,GRAVID,81XX S ASHLAND,,,8,0
4481,2008-07-28,CULEX RESTUANS,81,S ASHLAND,T068,GRAVID,81XX S ASHLAND,,,2,0
4482,2008-07-28,CULEX PIPIENS/RESTUANS,10,E ,T073,GRAVID,10XX E 67TH ST,41.773085401,-87.600167559,8,0
4483,2008-07-28,CULEX RESTUANS,10,E ,T073,GRAVID,10XX E 67TH ST,41.773085401,-87.600167559,5,0
4484,2008-07-28,CULEX PIPIENS/RESTUANS,39,S ASHLAND AVE,T074,GRAVID,39XX S ASHLAND AVE,41.820858508,-87.665108095,50,0
4485,2008-07-28,CULEX PIPIENS/RESTUANS,39,S ASHLAND AVE,T074,GRAVID,39XX S ASHLAND AVE,41.820858508,-87.665108095,6,0
4486,2008-07-28,CULEX RESTUANS,39,S ASHLAND AVE,T074,GRAVID,39XX S ASHLAND AVE,41.820858508,-87.665108095,5,0
4487,2008-07-28,CULEX PIPIENS/RESTUANS,71,S SOUTH SHORE DR,T079,GRAVID,71XX S SOUTH SHORE DR,41.765752525,-87.562465208,12,0
4488,2008-07-28,CULEX RESTUANS,71,S SOUTH SHORE DR,T079,GRAVID,71XX S SOUTH SHORE DR,41.765752525,-87.562465208,15,0
4489,2008-07-28,CULEX PIPIENS/RESTUANS,77,S EBERHART AVE,T080,GRAVID,77XX S EBERHART AVE,41.754148414,-87.612721023,10,0
4490,2008-07-28,CULEX RESTUANS,77,S EBERHART AVE,T080,GRAVID,77XX S EBERHART AVE,41.754148414,-87.612721023,1,0
